dia_semana,hora_dia,local,ruido,categoria_tarefa,prazo_urgencia,dificuldade,interesse,horas_sono,horas_jejum,tempo_reacao_ms,target
5,19,0,1,1,1,2,3,6.298241643079843,1.1502945575628059,315.46584660309554,41
2,21,0,2,1,1,5,5,9.690912887231033,3.2539297151837987,236.5435635018639,41
3,11,0,2,1,5,5,3,7.380330556527408,3.189710711108108,323.70672354349216,30
1,13,1,1,3,5,3,2,4.563102562168599,3.8110772442420098,391.1460742960683,58
2,18,1,2,3,4,4,5,4.212878106431895,5.494073943083129,403.9680394331385,21
0,9,0,2,2,2,3,1,7.68079802388955,5.1509378511027295,304.89971181688315,28
0,17,1,1,1,1,1,4,7.441002296257864,5.510116089245828,353.787706638533,55
0,9,0,1,1,4,5,3,4.705616678857522,5.2402897315340615,397.4221238529311,37
5,9,1,0,0,2,3,5,5.053122263240073,1.0424252452293326,313.50860656269396,58
3,23,0,1,1,4,3,1,5.462158947106928,5.850632352468439,371.14203281543826,37
5,14,2,2,2,6,5,3,5.261804055678054,3.190495055519285,339.22508534959667,21
4,11,2,2,1,1,4,5,8.594559140897939,0.6817885370494564,243.79746873357286,47
5,10,2,0,0,3,3,1,7.760657999861545,4.84285891647389,320.4457962971746,32
5,23,0,2,2,6,2,2,4.624444877233206,3.2468380304073303,381.5623822887106,24
0,9,0,1,0,4,4,4,4.06267671862053,1.022326995564125,357.7424500329103,61
5,6,2,1,3,1,3,4,9.304435648854735,4.067931321181701,276.4724398780174,35
3,6,1,2,0,6,5,1,9.584981227277241,2.5556532174655313,223.92827689879877,36
4,20,2,1,2,7,3,1,5.504127242964994,1.0928311956128067,338.6317660561622,53
4,19,2,0,1,4,4,5,8.612730798773615,1.2501328374639076,262.0158340378122,56
1,18,0,1,1,3,3,3,5.67442771112886,2.630037089648863,322.2467112338556,51
6,10,1,0,1,8,5,2,9.985796856916622,4.431129397765931,263.5971188128297,39
1,19,0,2,0,4,5,2,7.709619080360911,1.0833897707972553,298.70361193415386,27
2,15,0,1,0,6,2,1,5.376293354878511,2.380594918181065,310.314072393495,46
6,18,2,0,2,10,2,4,6.980850084941585,2.9224403655573674,286.13708486238,60
2,15,0,2,2,2,5,4,8.272421081037226,1.5195213495268205,297.18510323225394,41
2,12,0,0,3,6,3,1,4.013808109859524,1.4800859222901828,328.96643377271926,49
1,23,0,1,3,2,4,2,7.7021181326093435,4.195557396672761,342.41863332391796,37
0,17,0,1,2,3,1,3,8.459992960717964,1.0397526741135685,261.30721879640276,54
5,20,0,2,3,3,2,3,7.038862556027405,4.7332799490771365,346.1240730367004,13
0,8,0,1,2,7,3,3,5.774135933864503,5.584823122663735,356.02593244787107,40
6,7,0,0,1,8,1,5,5.706064631717954,2.200363374504921,311.8865508429038,50
1,7,2,0,0,5,4,1,5.796992327932572,2.3498154936774354,301.1831935292384,49
1,9,0,2,2,6,1,5,8.325117826211152,1.5781431964774804,308.9011827032255,49
1,12,0,2,3,6,2,1,4.377503787776556,2.2124841145013407,343.0604477346461,31
4,23,0,0,3,5,5,1,4.39377903939512,3.5242877491254645,377.6879342915867,44
5,6,0,0,2,2,4,4,4.940236041358497,2.017190534631039,334.12607019585766,46
5,12,0,2,1,9,3,2,6.054631035662153,2.613594386744354,339.3163302361892,36
6,17,0,0,2,4,5,3,7.948314693600225,1.9241402454378211,287.40582909713737,35
5,14,0,1,2,7,5,3,7.359247671029705,4.2368357016034945,293.38772408776754,28
2,16,2,2,3,6,5,4,5.91629783841033,0.9902278478324484,324.5138780805787,42
6,14,1,0,2,8,2,5,6.689610036525989,4.572833735885212,322.3130229296578,51
0,23,0,2,3,7,3,4,8.664821236994896,1.348873911162925,236.6448978285149,40
1,23,0,0,3,3,4,3,7.311829592557424,5.613955110450357,326.8855542494233,39
6,15,2,0,0,8,3,2,5.3283998782146975,3.9623602273290373,335.38884992699275,44
0,23,0,2,0,5,4,4,4.692896099033041,3.6361281492615185,359.8983869663241,42
3,23,0,2,3,1,4,4,9.250086874638388,5.25299071904254,306.6015384216652,36
2,8,2,2,0,7,4,5,6.285941470825983,2.447499964346357,347.4868134424223,46
3,7,0,0,2,9,3,1,9.218811234067221,0.9335661076039556,261.95153321467507,66
4,20,2,1,0,3,3,3,4.893564074221539,5.500084323020336,376.7495010494789,38
3,14,2,2,0,10,2,4,9.17121396771997,3.8284235527996517,270.2555697293179,63
0,18,0,0,0,3,5,3,8.400332413045092,5.192129935662152,279.3194786965541,38
1,11,0,1,1,4,4,1,5.024943782626092,0.6322510200174789,302.6295189595039,46
1,10,2,2,2,1,2,3,6.793516609483854,3.47564543833208,296.08932406802035,31
3,9,0,2,0,6,5,2,5.341116184596645,1.6581165004461575,317.1187635656902,28
5,10,0,2,2,1,4,5,4.322614750607543,3.300261817611256,342.96916866344776,31
3,16,0,0,1,4,1,4,5.070058979037487,0.7963114136168128,312.6817105846816,61
5,21,0,2,0,7,4,2,5.728323210364339,4.071370608316971,359.11689160017085,12
0,8,1,2,1,4,5,5,7.991503840563303,1.7791925293994855,273.37250821885357,46
6,17,2,0,1,1,5,5,5.268882021819385,1.05363463555515,314.3194060878817,42
4,16,2,1,3,4,2,2,9.115905392472218,4.785057403040159,256.0330131251914,39
1,19,1,2,3,10,5,3,7.897287851747793,1.6920636370151123,310.74750547657015,53
0,23,2,1,3,3,1,5,6.397720103188782,3.09280488171879,353.96202225570096,60
5,17,0,0,3,4,2,1,7.613141641663887,2.322214814198821,288.7773637451528,35
1,16,2,0,1,4,3,3,6.477366230939915,3.515823271891119,299.11180601545726,48
5,10,2,2,1,4,4,3,5.895520642713087,0.6179629971831793,328.6484392245532,28
5,12,0,1,3,2,3,1,5.375381485426487,3.4921858582744307,341.3141148511061,40
2,10,0,1,2,1,4,4,6.353927295975601,1.5181957679913975,292.84671378177694,59
0,20,1,0,0,1,5,1,4.582257952747724,2.143337815511032,354.62478355515753,56
1,17,0,0,1,8,3,2,5.590173955256885,2.8192695890337665,337.2017808556,48
3,7,0,0,3,8,2,5,7.68969222663925,1.9386723221654858,317.1427946059036,64
6,10,2,0,2,10,2,2,6.815517302547849,1.7341937334147128,286.512113329431,57
6,15,0,1,0,1,1,1,8.569389570644477,2.3621339126689067,266.7115221671752,38
0,7,1,1,0,10,5,1,9.458680341788028,2.6126662133636467,294.8779372126045,74
3,15,1,2,3,9,5,4,5.957673044231328,3.9375173697140324,364.58001992526056,69
5,12,1,0,3,2,2,4,4.934349326449056,5.342148497832188,351.7972369089042,53
3,8,0,2,3,3,3,2,9.52767614920904,5.986929231138639,321.2833819356174,24
4,12,2,1,1,8,1,5,8.495001409760189,0.8704533255925802,272.5650382947815,63
4,9,0,0,1,4,1,4,4.384161670587229,2.834096617344071,393.56966702143967,55
4,12,0,2,3,5,1,1,8.718544992197806,3.5250071536825276,262.7219906209279,30
0,19,0,1,1,8,1,3,5.187209433047348,2.502523578949069,312.5934597548943,47
4,13,1,2,2,3,5,2,9.571283570630293,0.5574470347116466,251.18424669422524,37
3,13,0,0,2,1,4,3,5.2599843261031864,5.9867182703107575,405.21154174225455,16
4,10,2,0,3,8,3,2,7.741152094621165,0.5135991038720742,288.9844682646823,51
2,6,0,2,3,4,5,1,6.634853971131448,3.49382377438837,298.4659381421194,31
3,20,1,0,3,3,4,3,9.053266859479624,4.3796234756570325,301.59191997179107,52
1,17,0,1,2,1,5,3,8.514807953630829,4.879263983255611,313.92924993752104,32
4,13,1,1,3,6,3,3,5.436118955358635,3.335712852930814,369.93975170359283,61
5,18,2,1,2,1,1,4,4.994379576355854,1.2738957126510608,309.30080529804314,47
3,18,0,0,2,7,3,5,6.46373594126374,2.0838624385581213,306.04555046465487,58
2,12,0,1,2,4,3,5,4.256398093645322,2.038036032293304,343.96442034019054,56
2,7,0,0,1,4,1,4,4.552346113450345,5.816323800901862,416.0020127559041,33
5,22,0,2,2,6,3,1,4.091346244975665,0.7178428771829006,354.37520437028746,26
2,14,2,2,3,4,5,5,5.015282545039298,2.1852120011109486,344.6772994869464,44
0,22,1,1,0,1,3,1,5.168583276681446,0.8590619466823641,304.0905443591464,61
4,18,2,1,1,1,1,1,6.84376347116807,4.933668650670073,308.39117353924695,38
0,23,1,0,2,8,4,5,7.732907151672016,0.792476808504829,269.7774675366938,72
3,18,2,1,2,10,4,4,4.565714841504861,2.2546560488374965,334.9515650357457,75
3,20,0,0,3,1,5,5,9.253130734610977,2.6941485096112148,269.7966771110529,50
3,20,2,2,0,8,3,4,8.696058394217598,0.5867394368100487,228.97805428340166,42
6,22,0,2,3,1,2,5,5.4820996481571065,5.196993502717181,397.6879456870328,20
5,23,0,2,1,6,4,3,8.153631160745816,4.151246128215746,271.7468050953907,18
3,13,0,1,2,8,1,2,4.721685204805503,0.8398248660173373,329.84900653432135,54
0,23,2,0,0,7,3,4,8.77607954966395,0.8094140605060979,257.0007964124236,64
0,22,0,2,1,6,4,2,5.376892125192857,0.664917017406957,356.2010083191333,33
3,11,0,2,0,6,2,2,9.529085006943337,5.193887917942502,300.07714228344804,20
5,18,1,0,3,8,3,3,9.31555458607981,1.0418564087297686,216.04357974398968,52
4,7,0,2,2,2,4,5,8.707566547823259,5.052644720000209,332.46835184565174,39
6,9,0,2,2,4,5,1,5.120966416051621,0.9482463475610895,315.9469269448846,20
6,11,0,0,2,7,5,4,6.633006804750306,3.1787721892897474,350.89710346999476,40
2,16,0,2,0,6,5,1,4.192360260482774,4.173077309314734,374.1254556925425,19
1,19,0,1,0,9,4,2,4.870665841456459,3.9925068116964404,396.12440629374214,64
4,20,0,0,2,7,2,5,5.232756602558667,5.488065644117607,377.2496070685851,48
4,16,1,1,2,8,3,5,7.918023061959857,1.861174070208298,317.876909987942,72
4,6,0,0,0,6,1,1,6.584057336751238,3.5433878897020756,304.9896961915164,54
1,23,0,1,0,4,4,3,9.603973180592991,3.1158301640766606,272.6454793138314,50
3,18,0,0,1,2,2,1,5.51034422404338,4.7876938961668145,367.9829794345422,44
3,21,0,2,2,1,2,5,6.245099131597039,1.7986650378831883,307.8710450901829,41
0,12,1,2,2,8,3,2,9.143417285878584,2.766897955366071,249.87395043860897,44
3,11,2,2,1,4,5,3,5.243564697686368,3.507532458503957,321.4669218098528,29
3,18,2,1,2,3,1,5,4.035065075837286,2.702374564661559,369.7827356667502,63
3,8,0,2,3,3,2,5,6.326238832442749,5.9335313260045615,375.1721018480833,38
1,20,1,2,3,8,4,1,6.354283800483039,5.284672670418717,369.45545233787396,36
0,12,0,1,1,1,1,1,9.049051056502257,4.9971871825619765,326.5732576877564,36
5,18,0,0,0,7,1,5,9.736393535518527,3.881016576352957,277.99559858068534,47
2,9,0,1,0,1,4,3,9.04748666229571,1.2077677499341881,259.3022828171905,51
0,6,0,2,0,2,1,1,9.63762309319058,1.5051054083883033,235.9660053491149,32
1,12,2,1,0,8,3,2,7.844411106073252,2.627389925534843,272.93534791129304,52
0,20,0,2,2,10,3,2,9.154181956861265,1.322655576418477,246.8286326930675,54
2,23,2,0,3,6,1,1,5.4431871734736665,4.379192307550207,339.4078990620227,38
5,6,2,1,2,3,3,5,4.384844321709064,2.8875893950706635,348.14238924375735,52
3,15,0,0,0,6,5,3,7.664833172078879,2.006183257194561,266.021090608878,46
2,7,0,2,1,9,4,2,5.002351901284755,0.9330641086723115,333.01289229656703,53
1,23,0,2,3,3,5,2,8.182066036889454,5.43035898231138,308.6990346528074,16
6,10,2,0,3,10,1,3,7.256460380519622,1.5372299023955618,266.23014452996296,54
3,22,0,1,2,5,1,5,8.731292844695869,5.3641675437505425,276.1749046894112,52
2,7,0,1,2,5,3,5,8.799832673452247,2.764280718956414,252.76037349417393,55
2,12,0,1,0,2,4,3,9.328469938264869,5.760650637075492,269.6668268984973,43
5,18,2,1,0,2,2,2,5.906942828841064,3.337236502446903,347.20238905635705,36
1,17,0,1,3,5,3,3,6.945443996153124,5.578893749603482,321.81760002412204,44
4,9,0,0,2,6,5,5,8.47219728946164,2.7187373324295954,289.5940256135605,55
4,11,0,1,3,10,4,1,5.633750633731961,0.9781246212854668,315.7532979676017,66
1,12,0,0,3,5,2,2,6.294677129660543,1.6670456091094892,304.761914190308,45
0,22,2,1,2,5,1,4,6.950788591781562,3.7094114722183815,314.46260319664424,56
2,18,0,2,1,3,2,2,7.214707140487599,3.033967379356681,333.64556079647247,32
5,6,0,0,0,4,5,4,9.337008750324594,2.991728344262392,238.09533741598764,43
1,21,2,0,2,6,3,1,7.428702801971152,1.304085950958102,278.912710552318,50
5,17,2,1,3,8,3,3,5.3326763650252476,0.66311846670459,339.9106261347806,42
5,10,0,2,2,9,2,3,9.219602189308338,3.8795403541033484,300.8674533351953,35
1,11,0,0,0,3,5,5,7.348713789296777,5.532113887563131,348.6884062761962,44
0,6,0,1,1,10,1,5,7.413355644165957,2.3165539696259385,311.99922464927647,71
1,21,1,2,0,4,3,5,4.442054362429037,2.37014615129168,367.25530535228677,51
5,23,0,0,0,10,3,3,8.480938457050254,1.653281664141876,277.74246818479355,55
6,7,1,1,2,4,1,5,6.350892789494567,3.443800322848113,303.90091260912476,58
5,18,0,0,2,9,5,3,6.254296528907686,4.300130020667245,368.6727714357843,44
1,16,0,1,3,2,5,4,9.527885809759466,2.7521870703898434,245.1402105819488,59
6,10,0,0,2,10,1,5,8.42903860258968,5.942574907862683,339.9718969458604,55
2,8,0,2,3,4,5,5,9.154017413292689,2.515524188058522,294.39741102053966,40
1,15,1,0,2,9,4,4,4.160049261720756,1.4112750164448447,356.9980942336029,82
5,15,0,2,2,6,3,2,9.587373094812156,3.1722284258932296,233.42990396283807,24
5,14,0,2,1,1,1,3,4.152880507957849,4.152398783982665,361.61357018764363,12
4,23,2,1,2,1,5,2,4.729877476997205,1.906134640772687,325.7079368968709,41
6,15,0,2,0,10,1,4,9.30841751897207,2.7747727041435053,249.3464248378165,46
4,17,0,1,0,8,1,1,5.675197887393446,0.7266600943008601,298.9651022550653,54
4,23,0,2,2,4,5,2,7.772756091495151,3.56668256708137,287.7783657985865,25
4,23,0,2,0,10,5,1,6.894867326679389,2.0516578845984648,278.61529829192716,42
0,6,1,2,0,5,3,1,7.060748573683105,4.787833837968515,358.39020517137993,35
3,16,0,2,0,6,3,3,4.650482679308723,1.5824818437310957,315.4505512099662,36
6,19,0,2,2,6,5,2,9.429754168743663,3.7710043576729344,273.94320405770037,16
5,17,1,2,1,4,3,1,4.774935596240305,3.418489045838586,382.1694736854608,30
2,13,0,0,1,9,5,2,7.737586824115965,2.5330636623017364,268.309519769361,56
4,23,1,2,1,1,3,5,6.544732674816149,4.369230022335328,353.143350447764,48
3,11,2,2,2,7,2,4,7.776627222878385,4.463995150450862,284.72466993459454,34
0,17,0,1,1,9,2,5,8.677252226652499,2.5757605035794118,253.83910257355782,79
1,16,0,2,3,10,3,3,7.58351172667911,5.33889268919567,328.1898802957907,36
3,8,0,1,2,2,4,3,5.513089254058274,2.341337558181081,363.4493025630402,50
5,17,2,1,1,9,1,3,4.431229656452203,1.6211813143133118,344.3054450529101,53
5,8,1,2,0,3,2,4,5.85217024806488,2.2132278524708546,354.6163329507333,48
0,17,0,0,2,1,1,5,6.174872903219115,2.7545597670822017,299.45315913823634,58
5,6,0,0,1,5,1,5,5.769876728502689,2.483789370409054,315.56709604281747,50
3,22,1,2,2,7,4,2,8.475621307912125,2.1795443105257792,296.31123314315477,47
5,13,0,2,3,3,1,3,7.551945167653519,2.0772740840962722,294.35922262746885,24
2,19,1,1,0,8,1,4,6.739462093903178,1.601307431854959,308.9815430332402,71
0,21,0,1,1,7,4,2,9.037498157910715,2.0433907260235706,289.5749051420746,51
1,14,0,2,1,3,5,3,5.351354677336238,4.9034512520644675,395.5640452364734,23
4,10,0,2,3,2,4,5,9.063838896830935,3.728295851475852,287.81642980959833,40
4,21,0,1,2,8,1,3,6.543139861348189,2.675630193321519,292.36986740447037,47
6,22,0,2,3,8,1,3,7.858291388150645,2.179966259109005,277.1482948948379,21
6,6,2,0,1,8,1,1,4.871964128390548,1.2596717358161869,322.5450208705221,36
4,9,2,1,3,3,1,2,6.433602251531695,4.155691055285834,304.39497421309625,35
5,23,1,0,1,9,5,5,4.723674392564332,1.417857341548906,322.7452898496646,65
1,17,0,1,0,9,5,1,9.787779658122624,1.2088893286417681,245.6246908639385,59
5,16,0,0,3,5,1,1,5.431099627025402,5.909778297591076,385.0391294447097,26
6,10,0,0,0,5,3,1,8.644787264500222,1.8561406938678204,294.8757041010181,36
4,22,0,0,0,10,3,1,8.806017367089702,1.761260007374853,290.4890204827869,64
4,7,0,2,2,10,5,2,8.74868470696622,2.6126940313101263,260.60004591928566,41
5,17,0,2,0,9,2,1,8.479144814298348,4.1904869603391095,310.57903627302824,29
5,12,1,1,3,9,4,3,6.5741784884530565,5.4539297239855316,317.3161464504668,57
2,22,2,2,2,2,3,4,4.001186682479403,5.087799846457178,386.29633871928445,32
3,7,0,2,2,10,3,2,5.213383324688896,3.4482444434312405,373.5669406972064,54
0,22,0,1,2,10,1,3,6.697529773467281,5.111224480999299,367.3694990546825,55
2,14,0,2,3,9,3,5,9.308937481897708,3.2724140564456694,259.5195410421291,60
2,9,1,0,1,9,4,5,8.249937179482066,5.210693785178836,337.277997477852,79
6,14,0,2,3,4,3,5,6.978579333908215,0.6049030700457881,268.9645050243428,35
6,21,2,2,1,1,3,4,5.016651122032292,4.715131379006113,354.02000657897185,24
0,23,1,0,0,9,3,4,5.749967342612675,2.3355573647242007,321.58361150650524,87
4,8,0,0,2,1,3,5,7.3659171827023915,1.4356542079150074,257.70189309698,60
2,19,0,2,1,9,4,1,7.497025676452033,1.7751076883907957,275.03741242269234,46
2,19,2,2,2,9,3,1,8.606872443537487,5.457581571738958,333.33208378729324,42
3,20,0,2,0,4,3,3,9.470892700683976,0.7680350219798415,274.7063688604122,39
6,19,0,2,2,1,2,3,8.522449954272403,5.582669268336205,302.64016971071214,18
6,9,2,1,1,4,4,1,5.889236491165556,0.6970234703324849,304.2728239697141,36
5,11,0,1,2,2,5,2,9.27965446415768,2.2014216117433696,293.33723202184586,35
4,17,0,1,0,7,2,1,7.340228132030742,5.31833095242522,343.0558116826583,36
3,7,1,2,3,7,5,3,9.074497600604829,2.038294663531029,285.5537445244327,38
5,22,0,0,0,5,3,5,4.616136711066012,5.34843230164275,355.46145089886124,38
6,10,0,0,3,4,3,2,4.214368916389512,1.9324697066652732,358.2586356274424,43
4,9,0,0,3,10,1,1,7.261653610374836,0.8766442682368539,302.4866711016784,62
3,9,2,2,2,8,4,3,5.163073485338002,1.924678029636191,372.7261825232982,33
4,8,0,0,2,1,1,4,4.50408717597712,2.620720512129988,377.3173920596558,56
4,8,0,0,1,8,1,5,6.524685579281646,3.5766758597294537,335.3939061312087,62
3,10,0,0,3,7,5,3,5.539460827449615,4.72949435417737,344.10973987633395,39
0,18,2,1,2,5,2,1,6.046859103567123,1.2967869846336533,314.1432607465059,51
2,9,0,1,3,10,2,3,8.0104588766944,3.2646393734797976,310.65745956822667,62
3,22,2,2,3,5,4,1,5.2277888295467845,5.497902091740738,348.92108162367117,26
0,7,2,1,2,4,1,3,9.306163047990946,3.107244072238709,253.9110759413733,52
1,20,1,1,3,3,3,3,8.653420056874497,3.7446543990154697,320.09596553239965,63
6,15,1,0,3,7,2,2,9.859888466300855,1.5499465449232088,239.6558776626527,51
1,6,0,0,3,8,4,1,4.702405602042399,1.7146949903394924,328.2996627653693,50
5,12,2,2,1,9,1,2,7.532510238170766,3.5707694396186316,311.145857058498,42
0,19,1,0,1,10,2,5,9.84123254414346,1.2280028659359499,233.4744253235799,80
6,14,0,2,2,6,1,4,6.496506323608812,5.135686525894811,358.3930228114148,22
2,11,0,0,0,1,1,2,8.874988160228172,5.399419648257953,297.4256909750982,38
2,7,0,2,3,10,4,5,7.046353184137184,0.7117142223502154,318.2057987724763,56
0,10,0,1,2,2,4,2,7.003118192675524,4.630487270983965,318.0356116311042,37
0,10,0,2,0,4,5,4,6.355733390891226,1.1407823181503516,341.13901430095814,42
5,21,0,1,2,8,2,5,9.632092810646403,5.053422747839612,248.45653361431343,35
3,7,0,0,2,7,4,5,5.762753331748925,1.3257916942039514,289.5418336520479,56
3,21,1,1,2,5,1,3,6.374273242038331,5.77103969989001,340.280300344529,54
5,9,0,0,0,1,3,2,5.722045274295393,5.489819776363936,343.0228320874441,33
6,6,1,2,1,1,5,4,8.777810956130892,1.0531457844757652,287.65572787572387,36
5,16,0,2,2,2,3,1,5.295105283466276,2.3621479469492472,376.52709868201896,21
3,22,2,1,1,9,3,2,9.565174404807436,2.8349238459391013,232.71138874304043,65
5,10,0,2,1,4,1,4,7.1418476287597565,3.3202532094854287,312.88652419578756,39
0,23,0,1,0,8,4,5,8.17251504446519,5.844278758102716,321.7955030599505,53
2,15,0,0,0,3,2,5,9.616880885198388,4.411824474109828,301.7473715161238,52
0,10,0,0,0,6,1,4,8.614197026388972,2.362809403192137,292.8546625609383,59
1,21,0,2,2,4,2,4,4.6001654368116975,4.325613391560003,386.76389766219546,39
4,12,0,0,2,3,2,5,8.05300989477176,2.3893471026001762,255.60533472467372,62
5,23,0,2,1,5,4,3,8.355248294646671,3.9493313767301004,279.107851624527,29
2,22,1,1,1,8,4,5,4.958523258690836,4.262468403315124,353.341861167853,63
0,6,0,0,1,1,1,2,7.2674748761196035,5.0273669110319705,310.315417923635,38
4,8,1,2,1,3,5,3,5.545995825383408,3.396468072277607,352.247384784525,37
6,15,0,1,1,5,4,3,4.212342520257108,5.294179635793806,409.81406167813554,10
5,16,0,1,1,2,1,1,7.695174745754267,1.3303613354998882,306.8111061974991,38
0,23,0,1,3,9,3,1,8.630801977379186,3.7962502117506705,291.96418633136693,68
0,12,0,0,1,9,4,2,7.107777951702769,5.8631173998698145,330.5679779677473,54
6,11,2,2,2,2,1,5,9.202925772539597,0.7482741885661548,239.5994285899096,32
6,10,0,2,0,7,1,1,4.031547840820651,0.595126196820685,344.2305287755643,23
0,14,2,1,0,9,1,2,6.3020321238060495,5.606123266271629,368.97589125124296,51
0,16,0,1,2,5,2,5,6.882907410836934,4.636601127873476,311.3509079286342,48
1,11,0,0,0,2,5,1,6.423869652122554,5.374811085856435,364.55903976589866,37
3,12,0,2,0,4,1,4,5.439832090317646,2.6808824297402034,366.43419144886155,44
0,14,0,1,1,8,1,5,4.750756147231684,4.341079458545908,339.9948755904486,46
0,20,0,1,2,8,2,3,8.128133573093162,0.6412625354456658,252.63610394035217,53
4,8,0,1,1,2,2,3,6.528303620475382,3.8755613804889175,342.6845778965465,52
0,16,0,1,0,2,5,5,5.836502320064982,1.330269929161215,332.7540111742132,54
4,18,0,1,2,1,3,4,8.931120558501648,3.163249249232839,293.93421731223316,56
6,13,2,2,3,10,5,2,6.75730753949562,1.2922647744157025,278.1632418638443,36
1,9,0,0,0,8,2,5,9.499727702239571,0.8118649184015502,235.03504267980063,61
4,18,0,2,1,7,2,4,4.755799126448648,3.233449119026529,334.237175942716,41
4,11,0,1,1,4,4,1,5.6947165392721395,3.9417673627959795,363.47497100889626,51
1,14,2,2,1,3,5,4,6.582158447438346,2.1592273525651655,318.47897915522196,40
6,14,1,0,0,1,3,5,6.561005779385986,4.782762028576312,345.364257510353,52
2,9,0,2,2,9,1,5,7.4495356269385224,3.6609626043652397,337.3412539748622,62
2,14,0,1,1,10,2,4,4.4200009796935555,4.592526977324395,377.27819612871554,63
2,7,0,2,3,6,1,2,4.587292666337465,4.6501282404768185,379.5025021786146,27
0,18,1,0,1,10,5,5,5.639217061766782,2.4703676253632385,308.1988425971539,80
4,6,1,1,3,7,3,5,6.821299115281272,4.819070071883049,306.70214377118685,56
3,7,0,2,0,8,3,1,9.562639368711265,3.191593537664641,272.3244833433507,30
3,15,0,1,2,4,4,3,7.3010813984916725,3.901462710505884,285.0644977468003,49
2,21,0,1,0,5,1,1,5.566514057656569,2.6529402529387123,332.90724617859826,51
3,17,2,1,0,10,3,3,7.695020774076017,2.4672619733120733,288.87879446081564,67
0,14,0,0,3,1,4,2,7.224245852582291,3.3789890969466914,283.2283202413043,50
6,10,2,2,0,1,3,3,8.146520773907522,3.853777201910936,274.5039125175525,24
3,13,0,1,1,5,2,1,5.195085707375058,5.982120412749004,412.77783447481966,24
2,15,2,1,0,6,1,2,5.084789922297535,5.237294964680316,341.8847044556803,35
1,14,2,2,2,2,2,1,4.541251486974956,1.282300008189119,341.42696971250774,38
3,10,0,2,2,9,2,1,9.652035621116545,2.5190250582159117,234.58321677263018,47
2,12,1,1,1,10,3,4,6.131772531021211,0.9173493605116008,331.68877717941945,86
6,14,0,1,3,5,5,3,9.91739387690652,4.216508599439562,269.87037396042103,24
6,12,2,2,1,9,3,3,5.3864669973534305,3.5935712832144384,341.900229288727,35
4,14,0,2,2,1,1,4,4.675064207209976,4.598519004605963,383.8537853819117,33
3,14,0,1,0,2,3,3,7.636725160608682,1.116377097625087,271.5242094405393,45
3,20,0,2,0,8,1,5,7.778385305380214,3.635760321628916,317.1380136172499,43
6,18,0,0,0,7,1,1,5.362780404418097,1.520924941156423,343.27365286331803,42
0,6,0,2,2,4,2,4,6.488877914272055,4.1903023534267465,329.7773344368797,38
2,6,0,2,3,6,2,4,8.483334658025854,0.6814756319343047,287.24169739945523,42
4,7,1,0,3,1,5,4,4.204247636125848,5.9498886511792755,378.3162601759791,54
0,10,2,1,0,6,1,3,4.32903173034102,1.706232475820569,389.37042865473165,47
5,16,0,1,3,5,3,3,6.51550909857583,2.2560698174816918,348.1767186522833,43
5,12,0,2,3,6,4,2,7.890597070731282,2.480983222895284,311.1398388005233,24
6,22,0,1,3,9,5,4,9.620081064891394,5.076653950698171,291.391591481342,47
2,11,2,1,3,4,5,3,4.254322772679621,5.456980785418365,408.4614554846715,11
6,20,1,1,3,4,1,4,4.9182616221757,1.7239798993867719,357.1903370537953,64
4,14,0,0,3,5,1,1,7.824075714605852,4.797696328541628,312.3783540428455,40
0,19,0,2,1,6,2,3,7.125560286084135,3.610966531244378,348.0636931630668,35
1,18,0,1,0,3,1,2,9.06242506395515,4.527137317870972,259.6453689314838,40
3,18,0,0,1,5,1,1,6.631527513702302,1.378249211784129,283.11375026028236,51
2,7,0,1,1,3,2,1,5.329798142250585,5.046090406718098,378.26785121037705,39
3,19,0,1,1,4,4,4,5.01951886931239,2.7783915505309116,380.7519699925993,64
0,13,0,2,1,8,2,2,5.253696466416261,4.838823549260558,379.7130232883862,23
5,6,0,2,0,8,1,5,7.557234191127313,5.78459009564942,355.6876063545245,24
6,19,1,0,2,3,4,3,9.740480118844532,1.2312619127676807,258.07099738230914,47
2,14,1,2,1,5,1,1,5.7399371473565095,3.7506672473648153,360.268309954228,41
3,20,2,2,2,9,4,1,8.732538932647547,1.9877521567871383,286.70257300931706,51
0,15,0,2,1,6,1,5,8.786962389904708,4.550250314347611,319.4785294997361,36
4,14,0,2,0,10,1,2,6.978185511868122,5.688630821799302,374.3690933370166,38
3,22,0,0,1,9,5,4,6.622983146361457,5.094504488784161,314.07027791043174,57
1,7,0,2,0,3,3,3,9.574330073471208,5.978169055868586,315.85048804295445,28
0,13,2,1,1,3,4,5,4.7204403426205035,0.8959568898018864,341.5316614680644,58
2,21,1,2,2,4,5,2,8.829598002432675,4.1841618133267735,279.49772567480613,25
6,11,0,1,3,2,3,2,9.441659047294797,0.6669860364775702,263.16990185640134,35
4,11,0,0,1,9,5,5,6.560448299824419,5.379732610816064,338.9344498781401,64
6,9,1,2,3,9,3,4,4.469695127320402,5.426459409767758,398.22860615855313,53
6,20,2,1,2,6,5,1,5.375574922538194,0.9932698253053633,320.9958667087696,33
6,13,2,0,0,4,3,4,6.422652654301017,5.555548667683696,317.4122136789707,40
5,7,0,1,0,3,1,2,5.061384947193226,2.1471575713296787,350.9529730506201,35
